* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
11636, badlands, minecraft:wooded_badlands, MONSTER, creatures_expanded:graven, 36, 3, 5
11637, badlands, minecraft:wooded_badlands, MONSTER, ddenizens:headless, 40, 1, 1
11638, badlands, minecraft:wooded_badlands, MONSTER, knights:heavyknight, 40, 1, 1
11639, badlands, minecraft:wooded_badlands, MONSTER, iceandfire:troll, 40, 1, 3
11640, badlands, minecraft:wooded_badlands, MONSTER, ddenizens:iron_skeleton, 15, 1, 1
11641, badlands, minecraft:wooded_badlands, MONSTER, creatures_expanded:kamikaze_creeper, 45, 1, 2
11642, badlands, minecraft:wooded_badlands, MONSTER, knights:knight, 50, 3, 5
11643, badlands, minecraft:wooded_badlands, MONSTER, threateningly_mobs:lich_re, 10, 1, 1
11644, badlands, minecraft:wooded_badlands, MONSTER, ddenizens:magma_skeleton, 40, 1, 1
11645, badlands, minecraft:wooded_badlands, MONSTER, creatures_expanded:miststalker, 40, 1, 1
11646, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:desert_slime, 30, 1, 2
11647, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:tomb_crawler, 80, 1, 1
11648, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:antlion_swarmer, 70, 1, 1
11649, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:giant_antlion_swarmer, 70, 1, 1
11650, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:harpy, 60, 1, 2
11651, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:big_helmet_anger_bones, 20, 1, 1
11652, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:big_muscle_anger_bones, 20, 1, 1
11653, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:big_bones, 40, 1, 2
11654, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:short_bones, 40, 1, 2
11655, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:anger_bones, 40, 1, 2
11656, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:big_anger_bones, 30, 1, 2
11657, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:cursed_skull, 15, 1, 1
11658, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:dark_caster, 20, 1, 1
11659, badlands, minecraft:wooded_badlands, MONSTER, mocreatures:biggolem, 10, 1, 1
11660, badlands, minecraft:wooded_badlands, MONSTER, mocreatures:rat, 10, 1, 2
11661, badlands, minecraft:wooded_badlands, MONSTER, mocreatures:dirtscorpion, 10, 1, 3
11662, badlands, minecraft:wooded_badlands, MONSTER, mocreatures:minigolem, 40, 1, 1
11663, badlands, minecraft:wooded_badlands, MONSTER, mocreatures:caveogre, 50, 1, 2
11664, badlands, minecraft:wooded_badlands, MONSTER, mocreatures:plainmanticore, 50, 1, 1
11665, badlands, minecraft:wooded_badlands, MONSTER, mocreatures:silverskeleton, 70, 1, 1
11666, badlands, minecraft:wooded_badlands, MONSTER, mocreatures:darkmanticore, 50, 1, 3
11667, badlands, minecraft:wooded_badlands, MONSTER, mocreatures:cavescorpion, 50, 1, 3
11668, badlands, minecraft:wooded_badlands, MONSTER, threateningly_mobs:moon_priest, 10, 1, 1
11669, badlands, minecraft:wooded_badlands, MONSTER, fantasyfauna:mushcap_glowing, 50, 2, 4
11670, badlands, minecraft:wooded_badlands, MONSTER, knights:noble, 50, 1, 1
11671, badlands, minecraft:wooded_badlands, MONSTER, ddenizens:orc, 35, 1, 1
11672, badlands, minecraft:wooded_badlands, MONSTER, threateningly_mobs:ore_drill, 32, 1, 1
11673, badlands, minecraft:wooded_badlands, MONSTER, majruszsdifficulty:cursed_armor, 50, 1, 1
11674, badlands, minecraft:wooded_badlands, MONSTER, majruszsdifficulty:illusioner, 10, 1, 1
11675, badlands, minecraft:wooded_badlands, MONSTER, mobz:tank_zombie, 10, 1, 1
11676, badlands, minecraft:wooded_badlands, MONSTER, knights:peasant, 60, 2, 3
11677, badlands, minecraft:wooded_badlands, MONSTER, fantasyfauna:possessed_armor, 20, 1, 1
11678, badlands, minecraft:wooded_badlands, MONSTER, creatures_expanded:prosperisher_zombie, 50, 1, 2
11679, badlands, minecraft:wooded_badlands, MONSTER, glorious_creatures:psychic_anomaly, 20, 1, 1
11680, badlands, minecraft:wooded_badlands, MONSTER, threateningly_mobs:sandworm, 15, 1, 1
11681, badlands, minecraft:wooded_badlands, MONSTER, iter_rpg:scallop, 50, 1, 2
11682, badlands, minecraft:wooded_badlands, MONSTER, ddenizens:shadow, 30, 1, 1
11683, badlands, minecraft:wooded_badlands, MONSTER, creatures_expanded:shadowfiend, 35, 1, 2
11684, badlands, minecraft:wooded_badlands, MONSTER, ddenizens:shadowlord, 15, 1, 1
11685, badlands, minecraft:wooded_badlands, MONSTER, ddenizens:skeleton_warrior, 50, 1, 2
11686, badlands, minecraft:wooded_badlands, MONSTER, threateningly_mobs:solscarab_maximus, 10, 1, 1
11687, badlands, minecraft:wooded_badlands, MONSTER, mobz:archer, 10, 1, 2
11688, badlands, minecraft:wooded_badlands, MONSTER, mobz:bigboss, 50, 1, 1
11689, badlands, minecraft:wooded_badlands, MONSTER, mobz:boss_skeleton, 60, 1, 1
11690, badlands, minecraft:wooded_badlands, MONSTER, mobz:boss_zombie, 70, 1, 1
11691, badlands, minecraft:wooded_badlands, MONSTER, mobz:illusioner, 10, 1, 1
11692, badlands, minecraft:wooded_badlands, MONSTER, mobz:lord_of_darkness, 10, 1, 1
11693, badlands, minecraft:wooded_badlands, MONSTER, mobz:spider_mage, 40, 1, 1
11694, badlands, minecraft:wooded_badlands, MONSTER, minecraft:cave_spider, 50, 4, 4
11695, badlands, minecraft:wooded_badlands, MONSTER, specialmobs:endercreeper, 10, 1, 4
11696, badlands, minecraft:wooded_badlands, MONSTER, ddenizens:spectator, 25, 1, 1
11697, badlands, minecraft:wooded_badlands, MONSTER, iter_rpg:spiderling, 10, 5, 8
11698, badlands, minecraft:wooded_badlands, MONSTER, threateningly_mobs:steelboar, 10, 1, 1
11699, badlands, minecraft:wooded_badlands, MONSTER, creatures_expanded:tremorgue, 25, 1, 2
11700, badlands, minecraft:wooded_badlands, MONSTER, creatures_expanded:undead_necromancer, 35, 1, 1
11701, badlands, minecraft:wooded_badlands, MONSTER, terramity:uvogre, 10, 1, 1
11702, badlands, minecraft:wooded_badlands, MONSTER, iter_rpg:void_elemental, 40, 1, 1
11703, badlands, minecraft:wooded_badlands, MONSTER, iter_rpg:water_elemental, 20, 1, 2
11704, badlands, minecraft:wooded_badlands, MONSTER, ddenizens:winged_skeleton, 70, 1, 1
11705, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:yellow_slime, 15, 3, 3
11706, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:purple_slime, 15, 3, 3
11707, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:red_slime, 15, 3, 3
11708, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:desert_slime, 60, 1, 3
11709, badlands, minecraft:wooded_badlands, MONSTER, pumpeddesertremake:sand_storm, 40, 1, 1
11710, badlands, minecraft:wooded_badlands, MONSTER, specialmobs:giantskeleton, 70, 1, 1
11711, badlands, minecraft:wooded_badlands, MONSTER, iter_rpg:griever, 30, 1, 1
11712, badlands, minecraft:wooded_badlands, MONSTER, iter_rpg:prismaw, 30, 1, 1
11713, badlands, minecraft:wooded_badlands, CREATURE, minecraft:pig, 20, 1, 1
11714, badlands, minecraft:wooded_badlands, CREATURE, minecraft:pig, 20, 1, 1
11715, badlands, minecraft:wooded_badlands, AMBIENT, valarian_conquest:bandit_1, 20, 1, 1
11716, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:green_slime, 60, 1, 3
11718, badlands, minecraft:wooded_badlands, MONSTER, mobz:small_zombie, 70, 1, 1
11719, badlands, minecraft:wooded_badlands, MONSTER, wrd:petrified_skeletonm, 10, 1, 1
11720, badlands, minecraft:wooded_badlands, MONSTER, valarian_conquest:orc_berserker, 70, 1, 1
11721, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:dungeon_slime, 80, 1, 3
11722, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:corrupt_slime, 15, 1, 3
11723, badlands, minecraft:wooded_badlands, MONSTER, wrd:dirty_skeleton, 40, 1, 1
11724, badlands, minecraft:wooded_badlands, MONSTER, majruszsdifficulty:giant, 50, 1, 1
11726, badlands, minecraft:wooded_badlands, MONSTER, mocreatures:undeadscorpion, 50, 1, 1
11727, badlands, minecraft:wooded_badlands, MONSTER, mobz:zombie_mage, 70, 1, 1
11728, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:evil_slime, 80, 1, 3
11729, badlands, minecraft:wooded_badlands, MONSTER, iter_rpg:peeper, 5, 1, 1
11730, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:blue_slime, 50, 1, 3
11731, badlands, minecraft:wooded_badlands, MONSTER, wrd:speared_petrified_skeleton_m, 10, 1, 1
11732, badlands, minecraft:wooded_badlands, MONSTER, wrd:buff_zombie, 10, 1, 1
11733, badlands, minecraft:wooded_badlands, MONSTER, terramity:elite_skeleton, 10, 1, 1
11734, badlands, minecraft:wooded_badlands, MONSTER, iter_rpg:carcass, 30, 1, 1
11735, badlands, minecraft:wooded_badlands, MONSTER, valarian_conquest:orc_warrior, 70, 1, 1
11736, badlands, minecraft:wooded_badlands, MONSTER, iter_rpg:fiend, 60, 1, 1
11737, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:black_slime, 80, 1, 3
11740, badlands, minecraft:wooded_badlands, MONSTER, terra_entity:crimson_slime, 15, 1, 3
11741, badlands, minecraft:wooded_badlands, MONSTER, specialmobs:bruteskeleton, 70, 1, 1
11742, badlands, minecraft:wooded_badlands, MONSTER, specialmobs:gatlingskeleton, 70, 1, 1
11743, badlands, minecraft:wooded_badlands, MONSTER, specialmobs:knightskeleton, 70, 1, 1
11744, badlands, minecraft:wooded_badlands, MONSTER, specialmobs:ninjaskeleton, 70, 1, 1
11745, badlands, minecraft:wooded_badlands, MONSTER, specialmobs:sniperskeleton, 70, 1, 1
11746, badlands, minecraft:wooded_badlands, MONSTER, specialmobs:brutezombie, 70, 1, 1
11747, badlands, minecraft:wooded_badlands, MONSTER, specialmobs:plaguezombie, 70, 1, 1
11749, badlands, minecraft:wooded_badlands, MONSTER, specialmobs:fishingzombie, 70, 1, 1
11750, badlands, minecraft:wooded_badlands, MONSTER, specialmobs:hungryzombie, 70, 1, 1
11751, badlands, minecraft:wooded_badlands, MONSTER, wrd:bulky_ancient_skeleton, 15, 1, 1
11752, badlands, minecraft:wooded_badlands, MONSTER, wrd:ancient_skeleton_skull, 20, 1, 1
11753, badlands, minecraft:wooded_badlands, MONSTER, specialmobs:minicreeper, 40, 1, 1
11754, badlands, minecraft:wooded_badlands, MONSTER, valarian_conquest:gardonian_knight, 5, 1, 1
11755, badlands, minecraft:wooded_badlands, MONSTER, valarian_conquest:visgothian_archer, 30, 1, 1
11756, badlands, minecraft:wooded_badlands, MONSTER, specialmobs:desertspider, 40, 1, 1
11757, badlands, minecraft:wooded_badlands, MONSTER, specialmobs:desertcavespider, 40, 1, 1
11758, badlands, minecraft:wooded_badlands, MONSTER, valarian_conquest:orc_raider, 10, 1, 1
11759, badlands, minecraft:wooded_badlands, MONSTER, valarian_conquest:numerian_spearman, 20, 1, 1
11760, badlands, minecraft:wooded_badlands, MONSTER, specialmobs:infernoblaze, 40, 1, 1
11762, badlands, minecraft:wooded_badlands, MONSTER, wrd:antlion, 70, 1, 1
11763, badlands, minecraft:wooded_badlands, CREATURE, minecraft:pig, 20, 1, 1
11764, badlands, minecraft:wooded_badlands, CREATURE, minecraft:pig, 20, 1, 1
11765, badlands, minecraft:wooded_badlands, CREATURE, minecraft:pig, 20, 1, 1
11766, badlands, minecraft:wooded_badlands, CREATURE, minecraft:pig, 20, 1, 1
11767, badlands, minecraft:wooded_badlands, MONSTER, threateningly_mobs:solscarab_maximus, 20, 1, 1
11768, badlands, minecraft:wooded_badlands, CREATURE, minecraft:pig, 20, 1, 1
11769, badlands, minecraft:wooded_badlands, CREATURE, minecraft:pig, 20, 1, 1
11770, badlands, minecraft:wooded_badlands, CREATURE, mythicmounts:firebird, 10, 1, 1
11771, badlands, minecraft:wooded_badlands, CREATURE, iceandfire:hippogryph, 60, 1, 1
11772, badlands, minecraft:wooded_badlands, CREATURE, mocreatures:mouse, 10, 1, 2
11773, badlands, minecraft:wooded_badlands, CREATURE, mocreatures:bird, 16, 2, 3
11774, badlands, minecraft:wooded_badlands, CREATURE, mocreatures:lion, 10, 1, 3
11775, badlands, minecraft:wooded_badlands, CREATURE, mocreatures:snake, 14, 1, 2
11776, badlands, minecraft:wooded_badlands, CREATURE, mocreatures:filchlizard, 10, 1, 2
11777, badlands, minecraft:wooded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
11778, badlands, minecraft:wooded_badlands, AMBIENT, terramity:blue_fairy, 10, 1, 2
11779, badlands, minecraft:wooded_badlands, AMBIENT, ddenizens:boulder, 35, 1, 1
11780, badlands, minecraft:wooded_badlands, AMBIENT, terramity:cave_gnome, 15, 1, 3
11781, badlands, minecraft:wooded_badlands, AMBIENT, mythicmounts:dragon, 10, 1, 1
11782, badlands, minecraft:wooded_badlands, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
11783, badlands, minecraft:wooded_badlands, AMBIENT, terramity:green_fairy, 10, 2, 3
11784, badlands, minecraft:wooded_badlands, AMBIENT, mocreatures:ant, 12, 1, 4
11785, badlands, minecraft:wooded_badlands, AMBIENT, terramity:pink_fairy, 10, 1, 2
11786, badlands, minecraft:wooded_badlands, CREATURE, terra_entity:painter, 10, 1, 1
11787, badlands, minecraft:wooded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
11788, badlands, minecraft:wooded_badlands, WATER_CREATURE, world:hydra, 80, 1, 1
11789, badlands, minecraft:wooded_badlands, WATER_CREATURE, world:kraken, 80, 1, 1
11790, none, mocreatures:wyvernlair_desertlands, MONSTER, creatures_expanded:abomination, 20, 1, 1
11791, none, mocreatures:wyvernlair_desertlands, MONSTER, iter_rpg:air_elemental, 15, 1, 2
11792, none, mocreatures:wyvernlair_desertlands, MONSTER, iter_rpg:bloated, 10, 1, 1
11793, none, mocreatures:wyvernlair_desertlands, MONSTER, creatures_expanded:brood_spider, 35, 1, 1
11794, none, mocreatures:wyvernlair_desertlands, MONSTER, creatures_expanded:crumbling_skeleton, 50, 1, 1
11795, none, mocreatures:wyvernlair_desertlands, MONSTER, creatures_expanded:crystalline_golem, 20, 1, 1
11796, none, mocreatures:wyvernlair_desertlands, MONSTER, creatures_expanded:crystalline_spider, 45, 1, 3
11797, none, mocreatures:wyvernlair_desertlands, MONSTER, creatures_expanded:embersmog, 40, 1, 3
11798, none, mocreatures:wyvernlair_desertlands, MONSTER, iter_rpg:event_spawn, 20, 1, 1
11799, none, mocreatures:wyvernlair_desertlands, MONSTER, creatures_expanded:fungal_ghoul, 60, 1, 2
11800, none, mocreatures:wyvernlair_desertlands, MONSTER, creatures_expanded:gargoyle, 50, 1, 3
11801, none, mocreatures:wyvernlair_desertlands, MONSTER, iter_rpg:giant_spider, 10, 1, 1
11802, none, mocreatures:wyvernlair_desertlands, MONSTER, creatures_expanded:gloomknight, 5, 1, 1
11803, none, mocreatures:wyvernlair_desertlands, MONSTER, creatures_expanded:gloomweaver, 30, 1, 2
11804, none, mocreatures:wyvernlair_desertlands, MONSTER, creatures_expanded:gnasheart, 60, 1, 4
11805, none, mocreatures:wyvernlair_desertlands, MONSTER, creatures_expanded:graven, 36, 3, 5
11806, none, mocreatures:wyvernlair_desertlands, MONSTER, creatures_expanded:miststalker, 40, 1, 1
11807, none, mocreatures:wyvernlair_desertlands, MONSTER, fantasyfauna:possessed_armor, 20, 1, 1
11808, none, mocreatures:wyvernlair_desertlands, MONSTER, creatures_expanded:prosperisher_zombie, 50, 1, 2
11809, none, mocreatures:wyvernlair_desertlands, MONSTER, iter_rpg:scallop, 50, 1, 2
11810, none, mocreatures:wyvernlair_desertlands, MONSTER, creatures_expanded:shadowfiend, 35, 1, 2
11811, none, mocreatures:wyvernlair_desertlands, MONSTER, iter_rpg:spiderling, 10, 5, 8
11812, none, mocreatures:wyvernlair_desertlands, MONSTER, creatures_expanded:tremorgue, 25, 1, 2
11813, none, mocreatures:wyvernlair_desertlands, MONSTER, creatures_expanded:undead_necromancer, 35, 1, 1
11814, none, mocreatures:wyvernlair_desertlands, MONSTER, terramity:uvogre, 10, 1, 1
11815, none, mocreatures:wyvernlair_desertlands, MONSTER, iter_rpg:void_elemental, 40, 1, 1
11816, none, mocreatures:wyvernlair_desertlands, MONSTER, iter_rpg:water_elemental, 20, 1, 2
11817, none, mocreatures:wyvernlair_desertlands, MONSTER, specialmobs:bruteskeleton, 70, 1, 1
11818, none, mocreatures:wyvernlair_desertlands, MONSTER, specialmobs:gatlingskeleton, 70, 1, 1
11819, none, mocreatures:wyvernlair_desertlands, MONSTER, specialmobs:knightskeleton, 70, 1, 1
11820, none, mocreatures:wyvernlair_desertlands, MONSTER, specialmobs:ninjaskeleton, 70, 1, 1
11821, none, mocreatures:wyvernlair_desertlands, MONSTER, specialmobs:sniperskeleton, 70, 1, 1
11822, none, mocreatures:wyvernlair_desertlands, MONSTER, specialmobs:brutezombie, 70, 1, 1
11823, none, mocreatures:wyvernlair_desertlands, MONSTER, specialmobs:plaguezombie, 70, 1, 1
11825, none, mocreatures:wyvernlair_desertlands, MONSTER, specialmobs:fishingzombie, 70, 1, 1
11826, none, mocreatures:wyvernlair_desertlands, MONSTER, specialmobs:hungryzombie, 70, 1, 1
11827, none, mocreatures:wyvernlair_desertlands, MONSTER, wrd:bulky_ancient_skeleton, 15, 1, 1
11828, none, mocreatures:wyvernlair_desertlands, MONSTER, wrd:ancient_skeleton_skull, 20, 1, 1
11829, none, mocreatures:wyvernlair_desertlands, MONSTER, specialmobs:minicreeper, 40, 1, 1
11830, none, mocreatures:wyvernlair_desertlands, MONSTER, valarian_conquest:gardonian_knight, 5, 1, 1
11831, none, mocreatures:wyvernlair_desertlands, MONSTER, valarian_conquest:visgothian_archer, 30, 1, 1
11832, none, mocreatures:wyvernlair_desertlands, MONSTER, specialmobs:desertspider, 40, 1, 1
11833, none, mocreatures:wyvernlair_desertlands, MONSTER, specialmobs:desertcavespider, 40, 1, 1
11834, none, mocreatures:wyvernlair_desertlands, MONSTER, valarian_conquest:orc_raider, 10, 1, 1
11835, none, mocreatures:wyvernlair_desertlands, MONSTER, valarian_conquest:numerian_spearman, 20, 1, 1
11836, none, mocreatures:wyvernlair_desertlands, MONSTER, specialmobs:infernoblaze, 40, 1, 1
11838, none, mocreatures:wyvernlair_desertlands, MONSTER, wrd:antlion, 70, 1, 1
11839, none, mocreatures:wyvernlair_desertlands, CREATURE, mocreatures:bunny, 12, 2, 3
11840, none, mocreatures:wyvernlair_desertlands, CREATURE, mocreatures:snake, 14, 1, 2
11841, none, mocreatures:wyvernlair_desertlands, CREATURE, mocreatures:filchlizard, 10, 1, 2
11842, none, mocreatures:wyvernlair_desertlands, CREATURE, mocreatures:wyvern, 50, 1, 3
11843, none, mocreatures:wyvernlair_desertlands, AMBIENT, terramity:blue_fairy, 10, 1, 2
11844, none, mocreatures:wyvernlair_desertlands, AMBIENT, terramity:cave_gnome, 15, 1, 3
11845, none, mocreatures:wyvernlair_desertlands, AMBIENT, terramity:green_fairy, 10, 2, 3
11846, none, mocreatures:wyvernlair_desertlands, AMBIENT, mocreatures:firefly, 10, 1, 2
11847, none, mocreatures:wyvernlair_desertlands, AMBIENT, mocreatures:dragonfly, 10, 1, 2
11848, none, mocreatures:wyvernlair_desertlands, AMBIENT, mocreatures:grasshopper, 10, 1, 2
11849, none, mocreatures:wyvernlair_desertlands, AMBIENT, terramity:pink_fairy, 10, 1, 2
11850, none, mocreatures:wyvernlair_desertlands, WATER_CREATURE, world:hydra, 80, 1, 1
11851, none, mocreatures:wyvernlair_desertlands, WATER_CREATURE, world:kraken, 80, 1, 1
11852, none, mocreatures:wyvernlair_mountains, MONSTER, creatures_expanded:abomination, 20, 1, 1
11853, none, mocreatures:wyvernlair_mountains, MONSTER, iter_rpg:air_elemental, 15, 1, 2
11854, none, mocreatures:wyvernlair_mountains, MONSTER, iter_rpg:bloated, 10, 1, 1
11855, none, mocreatures:wyvernlair_mountains, MONSTER, creatures_expanded:brood_spider, 35, 1, 1
11856, none, mocreatures:wyvernlair_mountains, MONSTER, creatures_expanded:crumbling_skeleton, 50, 1, 1
11857, none, mocreatures:wyvernlair_mountains, MONSTER, creatures_expanded:crystalline_golem, 20, 1, 1
11858, none, mocreatures:wyvernlair_mountains, MONSTER, creatures_expanded:crystalline_spider, 45, 1, 3
11859, none, mocreatures:wyvernlair_mountains, MONSTER, creatures_expanded:embersmog, 40, 1, 3
11860, none, mocreatures:wyvernlair_mountains, MONSTER, iter_rpg:event_spawn, 20, 1, 1
11861, none, mocreatures:wyvernlair_mountains, MONSTER, creatures_expanded:fungal_ghoul, 60, 1, 2
